Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
8957769,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
8958173,00000157,false,Rx,0,8,D5,B7,09,C4,FF,E0,BC,80,
8960922,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
8962798,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,90,FE,
8963096,00000423,false,Rx,0,8,07,1D,00,02,B2,20,B2,D8,
8966072,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
8967198,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
8967768,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
8968198,00000157,false,Rx,0,8,D5,07,09,C4,FF,E0,BC,80,
8968443,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
8970949,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
8972770,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,90,FE,
8977220,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
8977767,000001A1,false,Rx,0,8,B2,8B,42,34,A9,0C,80,20,
8978196,00000157,false,Rx,0,8,D5,57,09,C4,FF,E0,BC,80,
8980946,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
8982770,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,90,FE,
8983069,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
8987147,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
8987757,000001A1,false,Rx,0,8,B2,8B,4A,34,99,0C,80,20,
8988095,00000157,false,Rx,0,8,D5,A7,09,C4,FF,E0,BE,80,
8988292,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
8990834,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
8992745,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,90,FE,
8993059,00000511,false,Rx,0,7,04,CE,E1,F8,ED,6B,7E,00,
8995807,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
8997172,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
8997856,000001A1,false,Rx,0,8,B2,8B,4A,34,B9,0C,80,20,
8998285,00000157,false,Rx,0,8,D5,F7,09,C4,FF,E0,BC,80,
9000965,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9002890,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,90,FE,
9007151,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9007771,000001A1,false,Rx,0,8,B2,8B,78,34,99,0C,80,20,
9008226,00000157,false,Rx,0,8,D5,47,09,C4,FF,E0,BE,80,
9010875,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9012774,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,90,FE,
9017149,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9017376,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
9017593,00000425,false,Rx,0,8,0A,D3,44,9C,3E,22,FD,10,
9017835,000001A1,false,Rx,0,8,B2,8B,AA,34,89,0C,80,20,
9018216,00000157,false,Rx,0,8,D5,97,09,C4,FF,E0,BC,80,
9020845,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9022763,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,90,FE,
9027122,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9027753,000001A1,false,Rx,0,8,B2,8B,50,34,99,0C,80,20,
9028168,00000157,false,Rx,0,8,D5,E7,09,C4,FF,E0,BE,80,
9030748,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9032745,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,90,FE,
9037139,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CB,
9037758,000001A1,false,Rx,0,8,B2,8B,3C,34,29,0C,80,20,
9038213,00000157,false,Rx,0,8,D5,37,09,C4,FF,E0,BE,80,
9040758,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9042744,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,90,FE,
9043041,00000419,false,Rx,0,6,5E,08,2A,E6,7E,00,00,00,
9045837,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
9047120,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9047739,000001A1,false,Rx,0,8,B2,8B,26,34,29,0C,80,20,
9048117,00000157,false,Rx,0,8,D5,87,09,C4,FF,E0,BE,80,
9050768,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9052492,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
9052738,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,90,FE,
9057147,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CB,
9057737,000001A1,false,Rx,0,8,B2,4B,1E,34,49,0C,80,20,
9058140,00000157,false,Rx,0,8,D5,D7,09,C4,FF,E0,BE,80,
9060790,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9062763,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,90,FE,
9063064,00000423,false,Rx,0,8,07,1D,00,02,B2,20,B2,D8,
9065858,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
9067192,00000155,false,Rx,0,8,0A,87,F3,54,98,50,02,CB,
9067756,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
9068148,00000157,false,Rx,0,8,D5,27,09,C4,FF,E0,BE,80,
9068385,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
9070789,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9072757,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,90,FE,
9077163,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CB,
9077759,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
9078161,00000157,false,Rx,0,8,D5,77,09,C4,FF,E0,BC,80,
9080787,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9082761,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,90,FE,
9083086,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
9087211,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9087758,000001A1,false,Rx,0,8,B2,CB,3E,34,99,0C,80,20,
9088136,00000157,false,Rx,0,8,D5,C7,09,C4,FF,E0,BE,80,
9088333,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
9090811,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9092755,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,90,FE,
9093074,00000511,false,Rx,0,7,04,0D,AA,B1,58,78,61,00,
9095760,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
9097185,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CB,
9097757,000001A1,false,Rx,0,8,B2,CB,42,34,99,0C,80,20,
9098210,00000157,false,Rx,0,8,D5,17,09,C4,FF,E0,BC,80,
9100810,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9102760,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,90,FE,
9107109,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CD,
9107764,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
9108184,00000157,false,Rx,0,8,D5,67,09,C4,FF,E0,BE,80,
9110803,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9112752,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,90,FE,
9117102,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9117348,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
9117578,00000425,false,Rx,0,8,0A,D3,44,9C,3E,22,FD,0F,
9117817,000001A1,false,Rx,0,8,B2,CB,3E,34,99,0C,80,20,
9118176,00000157,false,Rx,0,8,D5,B7,09,C4,FF,E0,BC,80,
9120801,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9122751,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,90,FE,
9127126,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9127747,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
9128176,00000157,false,Rx,0,8,D5,07,09,C4,FF,E0,BE,80,
9130800,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9132750,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,90,FE,
9137130,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9137748,000001A1,false,Rx,0,8,B2,8B,3E,34,99,0C,80,20,
9138179,00000157,false,Rx,0,8,D5,57,09,C4,FF,E0,BC,80,
9140791,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9142750,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,90,FE,
9143048,00000419,false,Rx,0,6,5E,08,2A,E6,7E,00,00,00,
9145874,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
9147151,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9147746,000001A1,false,Rx,0,8,B2,8B,48,34,99,0C,80,20,
9148124,00000157,false,Rx,0,8,D5,A7,09,C4,FF,E0,BE,80,
9150824,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9152523,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
9152770,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,90,FE,
9157156,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9157745,000001A1,false,Rx,0,8,B2,8B,4C,34,A9,0C,80,20,
9158148,00000157,false,Rx,0,8,D5,F7,09,C4,FF,E0,BE,80,
9160823,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9162747,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,90,FE,
9163071,00000423,false,Rx,0,8,07,1D,00,02,B2,20,B2,D8,
9165898,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
9167172,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9167745,000001A1,false,Rx,0,8,B2,8B,5C,34,99,0C,80,20,
9168197,00000157,false,Rx,0,8,D5,47,09,C4,FF,E0,BE,80,
9168445,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
9170822,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9172768,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,90,FE,
9177179,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9177752,000001A1,false,Rx,0,8,B2,8B,B0,34,B9,0C,80,20,
9178132,00000157,false,Rx,0,8,D5,97,09,C4,FF,E0,BE,80,
9180829,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9182753,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,90,FE,
9183154,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
9187156,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9187735,000001A1,false,Rx,0,8,B2,8B,9E,34,79,0C,80,20,
9188132,00000157,false,Rx,0,8,D5,E7,09,C4,FF,E0,BE,80,
9188349,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
9190853,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9192753,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,90,FE,
9193052,00000511,false,Rx,0,7,04,4C,73,6A,C3,85,44,00,
9195802,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
9197152,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9197749,000001A1,false,Rx,0,8,B2,CB,3C,34,39,0C,80,20,
9198108,00000157,false,Rx,0,8,D5,37,09,C4,FF,E0,BE,80,
9200828,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9202755,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,90,FE,
9207121,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9207731,000001A1,false,Rx,0,8,B2,8B,26,34,59,0C,80,20,
9208126,00000157,false,Rx,0,8,D5,87,09,C4,FF,E0,BE,80,
9210851,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9212750,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,90,FE,
9217094,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9217357,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
9217580,00000425,false,Rx,0,8,0A,D3,44,9C,3E,22,FD,10,
9217801,000001A1,false,Rx,0,8,B2,8B,20,34,39,0C,80,20,
9218200,00000157,false,Rx,0,8,D5,D7,09,C4,FF,E0,BE,80,
9220851,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9222753,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,90,FE,
9227149,00000155,false,Rx,0,8,0A,87,F3,54,98,50,02,CB,
9227768,000001A1,false,Rx,0,8,B2,8B,32,34,89,0C,80,20,
9228182,00000157,false,Rx,0,8,D5,27,09,C4,FF,E0,BE,80,
9230890,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9232728,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,90,FE,
9237110,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9237725,000001A1,false,Rx,0,8,B2,8B,3C,34,79,0C,80,20,
9238229,00000157,false,Rx,0,8,D5,77,09,C4,FF,E0,BC,80,
9240874,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9242726,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,90,FE,
9243052,00000419,false,Rx,0,6,5E,09,2A,E6,7E,00,00,00,
9245926,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
9247128,00000155,false,Rx,0,8,0A,87,F3,54,98,50,02,CA,
9247748,000001A1,false,Rx,0,8,B2,CB,3C,34,99,0C,80,20,
9248101,00000157,false,Rx,0,8,D5,C7,09,C4,FF,E0,BE,80,
9250873,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9252487,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
9252749,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,90,FE,
9257148,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9257719,000001A1,false,Rx,0,8,B2,CB,3C,34,99,0C,80,20,
9258173,00000157,false,Rx,0,8,D5,17,09,C4,FF,E0,BC,80,
9260876,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9262723,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,90,FE,
9263146,00000423,false,Rx,0,8,07,1D,00,02,B2,20,B2,D8,
9265922,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
9267196,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9267719,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
9268146,00000157,false,Rx,0,8,D5,67,09,C4,FF,E0,BC,80,
9268393,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
9270872,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9272739,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,90,FE,
9277145,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9277727,000001A1,false,Rx,0,8,B2,8B,3E,34,99,0C,80,20,
9278097,00000157,false,Rx,0,8,D5,B7,09,C4,FF,E0,BC,80,
9280875,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9282724,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,90,FE,
9283020,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
9287150,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9287694,000001A1,false,Rx,0,8,B2,8B,3E,34,99,0C,80,20,
9288144,00000157,false,Rx,0,8,D5,07,09,C4,FF,E0,BC,80,
9288341,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
9290876,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9292722,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,90,FE,
9293019,00000511,false,Rx,0,7,04,8B,3C,23,2E,92,27,00,
9295847,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
9297148,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,C9,
9297692,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
9298069,00000157,false,Rx,0,8,D5,57,09,C4,FF,E0,BC,80,
9300871,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9302721,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,90,FE,
9307072,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9307746,000001A1,false,Rx,0,8,B2,8B,3E,34,99,0C,80,20,
9308124,00000157,false,Rx,0,8,D5,A7,09,C4,FF,E0,BE,80,
9310872,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9312696,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,90,FE,
9317074,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9317334,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,AA,40,
9317538,00000425,false,Rx,0,8,0A,D3,44,9C,3E,22,FD,0F,
9317781,000001A1,false,Rx,0,8,B2,4B,48,34,99,0C,80,20,
9318111,00000157,false,Rx,0,8,D5,F7,09,C4,FF,E0,BC,80,
9320895,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9322719,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,90,FE,
9327093,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9327690,000001A1,false,Rx,0,8,B2,8B,50,34,99,0C,80,20,
9328168,00000157,false,Rx,0,8,D5,47,09,C4,FF,E0,BE,80,
9330894,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9332693,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,90,FE,
9337068,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9337688,000001A1,false,Rx,0,8,B2,8B,70,34,B9,0C,80,20,
9338167,00000157,false,Rx,0,8,D5,97,09,C4,FF,E0,BC,80,
9340892,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9342692,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,90,FE,
9343016,00000419,false,Rx,0,6,5E,08,2A,E6,7E,00,00,00,
9346016,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
9347091,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9347688,000001A1,false,Rx,0,8,B2,8B,B2,34,99,0C,80,20,
9348068,00000157,false,Rx,0,8,D5,E7,09,C4,FF,E0,BE,80,
9350894,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9352478,00000445,false,Rx,0,7,80,55,AA,65,04,82,00,00,
9352697,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,90,FE,
9357141,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9357688,000001A1,false,Rx,0,8,B2,8B,48,34,99,0C,80,20,
9358165,00000157,false,Rx,0,8,D5,37,09,C4,FF,E0,BE,80,
9360890,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9362640,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,90,FE,
9363014,00000423,false,Rx,0,8,07,1D,00,02,5D,20,5D,D8,
9366014,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
9367115,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9367612,000001A1,false,Rx,0,8,B2,8B,34,34,49,0C,80,20,
9368065,00000157,false,Rx,0,8,D5,87,09,C4,FF,E0,BE,80,
9368311,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
9370914,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9372640,0000019F,false,Rx,0,8,00,00,7D,0D,00,6A,90,FE,
9377140,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9377611,000001A1,false,Rx,0,8,B2,8B,32,34,29,0C,80,20,
9378164,00000157,false,Rx,0,8,D5,D7,09,C4,FF,E0,BE,80,
9380915,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9382640,0000019F,false,Rx,0,8,00,00,7D,02,00,6A,90,FE,
9383063,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
9387114,00000155,false,Rx,0,8,0A,87,F3,54,98,50,02,CA,
9387611,000001A1,false,Rx,0,8,B2,8B,1C,34,29,0C,80,20,
9388163,00000157,false,Rx,0,8,D5,27,09,C4,FF,E0,BE,80,
9388370,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
9390913,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9392613,0000019F,false,Rx,0,8,00,00,7D,07,00,6A,90,FE,
9392883,00000511,false,Rx,0,7,04,CA,05,DC,99,9F,0A,00,
9395888,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
9397088,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9397609,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
9398138,00000157,false,Rx,0,8,D5,77,09,C4,FF,E0,BC,80,
9400916,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9402617,0000019F,false,Rx,0,8,00,00,7D,0C,00,6A,90,FE,
9407063,00000155,false,Rx,0,8,0A,87,F3,54,98,50,02,CB,
9407609,000001A1,false,Rx,0,8,B2,CB,3C,34,99,0C,80,20,
9408162,00000157,false,Rx,0,8,D5,C7,09,C4,FF,E0,BE,80,
9410913,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9412637,0000019F,false,Rx,0,8,00,00,7D,01,00,6A,90,FE,
9417061,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CB,
9417319,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,55,40,
9417529,00000425,false,Rx,0,8,0A,D3,44,9C,3E,22,FD,10,
9417751,000001A1,false,Rx,0,8,B2,CB,42,34,99,0C,80,20,
9418085,00000157,false,Rx,0,8,D5,17,09,C4,FF,E0,BC,80,
9420935,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9422636,0000019F,false,Rx,0,8,00,00,7D,06,00,6A,90,FE,
9427087,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9427605,000001A1,false,Rx,0,8,B2,CB,42,34,99,0C,80,20,
9428158,00000157,false,Rx,0,8,D5,67,09,C4,FF,E0,BC,80,
9430957,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9432609,0000019F,false,Rx,0,8,00,00,7D,0B,00,6A,90,FE,
9437082,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CC,
9437629,000001A1,false,Rx,0,8,B2,8B,3C,34,99,0C,80,20,
9438096,00000157,false,Rx,0,8,D5,B7,09,C4,FF,E0,BC,80,
9440959,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9442633,0000019F,false,Rx,0,8,00,00,7D,00,00,6A,90,FE,
9442884,00000419,false,Rx,0,6,5E,08,2A,E6,7E,00,00,00,
9446032,000004F7,false,Rx,0,8,00,3C,0C,22,28,B8,06,F0,
9447108,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9447630,000001A1,false,Rx,0,8,B2,4B,42,34,99,0C,80,20,
9448108,00000157,false,Rx,0,8,D5,07,09,C4,FF,E0,BC,80,
9450958,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9452486,00000445,false,Rx,0,7,80,55,55,65,04,82,00,00,
9452727,0000019F,false,Rx,0,8,00,00,7D,05,00,6A,90,FE,
9457124,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,C9,
9457641,000001A1,false,Rx,0,8,B2,8B,3E,34,B9,0C,80,20,
9458180,00000157,false,Rx,0,8,D5,57,09,C4,FF,E0,BC,80,
9461024,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9462623,0000019F,false,Rx,0,8,00,00,7D,0A,00,6A,90,FE,
9463029,00000423,false,Rx,0,8,07,1D,00,02,5D,20,5D,D8,
9466059,00000428,false,Rx,0,8,00,00,00,7F,00,00,8F,00,
9467156,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,C9,
9467630,000001A1,false,Rx,0,8,B2,8B,42,34,99,0C,80,20,
9468081,00000157,false,Rx,0,8,D5,A7,09,C4,FF,E0,BC,80,
9468327,00000426,false,Rx,0,8,00,A0,01,00,4B,C8,00,80,
9471029,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9472622,0000019F,false,Rx,0,8,00,00,7D,0F,00,6A,90,FE,
9477104,00000155,false,Rx,0,8,0A,87,F0,54,98,50,02,CA,
9477626,000001A1,false,Rx,0,8,B2,8B,46,34,99,0C,80,20,
9478103,00000157,false,Rx,0,8,D5,F7,09,C4,FF,E0,BC,80,
9481028,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9482653,0000019F,false,Rx,0,8,00,00,7D,04,00,6A,90,FE,
9483027,00000435,false,Rx,0,8,FF,FF,1E,6A,3B,10,00,00,
9487129,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CA,
9487625,000001A1,false,Rx,0,8,B2,8B,4C,34,99,0C,80,20,
9488103,00000157,false,Rx,0,8,D5,47,09,C4,FF,E0,BE,80,
9488292,00000436,false,Rx,0,6,86,14,AB,03,FF,DC,00,00,
9491038,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9492627,0000019F,false,Rx,0,8,00,00,7D,09,00,6A,90,FE,
9492903,00000511,false,Rx,0,7,04,09,CE,95,04,AC,ED,00,
9495952,0000042F,false,Rx,0,2,32,20,00,00,00,00,00,00,
9497152,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9497624,000001A1,false,Rx,0,8,B2,8B,68,34,99,0C,80,20,
9498156,00000157,false,Rx,0,8,D5,97,09,C4,FF,E0,BE,80,
9501026,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9502627,0000019F,false,Rx,0,8,00,00,7D,0E,00,6A,90,FE,
9507077,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9507623,000001A1,false,Rx,0,8,B2,8B,C0,34,99,0C,80,20,
9508101,00000157,false,Rx,0,8,D5,E7,09,C4,FF,E0,BE,80,
9511026,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9512625,0000019F,false,Rx,0,8,00,00,7D,03,00,6A,90,FE,
9517076,00000155,false,Rx,0,8,0A,87,F1,54,98,50,02,CA,
9517322,00000424,false,Rx,0,8,11,40,56,C8,3F,5E,55,40,
9517543,00000425,false,Rx,0,8,0A,D3,44,9C,3E,22,FD,10,
9517742,000001A1,false,Rx,0,8,B2,8B,B0,34,99,0C,80,20,
9518077,00000157,false,Rx,0,8,D5,37,09,C4,FF,E0,BE,80,
9521019,000001C7,false,Rx,0,4,AA,A0,FF,C0,00,00,00,00,
9522627,0000019F,false,Rx,0,8,00,00,7D,08,00,6A,90,FE,
9527079,00000155,false,Rx,0,8,0A,87,F2,54,98,50,02,CB,
9527621,000001A1,false,Rx,0,8,B2,8B,3C,34,49,0C,80,20,
